ot_id,event_id,timestamp,actividad,area,usuario,tipo_ot,prioridad,zona,canal_origen,es_loop,tipo_loop,duracion_horas_desde_evento_anterior,sla_objetivo_horas,estado_final,orden_evento,fecha_evento,dia_semana,hora_evento
OT_00560,OT_00560_EV_002,2026-02-25T05:08:04Z,Validación inicial,Backoffice operativo,USR_17,Instalación,Crítica,Centro,Comercial,0,NA,3.15,24,Cerrada,2,2026-02-25,miércoles,2
OT_00560,OT_00560_EV_003,2026-02-25T06:08:04Z,Clasificación de WO,Backoffice operativo,USR_27,Instalación,Crítica,Centro,Comercial,0,NA,1,24,Cerrada,3,2026-02-25,miércoles,3
OT_00560,OT_00560_EV_004,2026-02-25T10:35:40Z,Asignación,Backoffice operativo,USR_12,Instalación,Crítica,Centro,Comercial,0,NA,4.46,24,Cerrada,4,2026-02-25,miércoles,7
OT_00560,OT_00560_EV_005,2026-02-25T11:59:04Z,Agenda coordinada,Backoffice operativo,USR_07,Instalación,Crítica,Centro,Comercial,0,NA,1.39,24,Cerrada,5,2026-02-25,miércoles,8
OT_00560,OT_00560_EV_006,2026-02-25T15:17:40Z,Trabajo iniciado,Técnico de campo,USR_28,Instalación,Crítica,Centro,Comercial,0,NA,3.31,24,Cerrada,6,2026-02-25,miércoles,12
OT_00560,OT_00560_EV_007,2026-02-25T18:03:52Z,Trabajo finalizado,Técnico de campo,USR_28,Instalación,Crítica,Centro,Comercial,0,NA,2.77,24,Cerrada,7,2026-02-25,miércoles,15
OT_00560,OT_00560_EV_008,2026-02-26T01:46:28Z,Validación de cierre,Supervisión de trabajo,USR_05,Instalación,Crítica,Centro,Comercial,0,NA,7.71,24,Cerrada,8,2026-02-26,miércoles,22
OT_00560,OT_00560_EV_009,2026-02-26T03:00:16Z,WO cerrada,Backoffice operativo,USR_22,Instalación,Crítica,Centro,Comercial,0,NA,1.23,24,Cerrada,9,2026-02-26,jueves,0
OT_00561,OT_00561_EV_001,2026-03-20T01:52:12Z,WO creada,Atención al cliente,USR_11,Reparación,Crítica,Centro,Call center,0,NA,0,24,Cerrada,1,2026-03-20,jueves,22
OT_00561,OT_00561_EV_002,2026-03-20T02:22:12Z,Validación inicial,Backoffice operativo,USR_17,Reparación,Crítica,Centro,Call center,0,NA,0.5,24,Cerrada,2,2026-03-20,jueves,23
OT_00561,OT_00561_EV_003,2026-03-20T04:05:24Z,Clasificación de WO,Backoffice operativo,USR_07,Reparación,Crítica,Centro,Call center,0,NA,1.72,24,Cerrada,3,2026-03-20,viernes,1
OT_00561,OT_00561_EV_004,2026-03-20T06:44:24Z,Asignación,Backoffice operativo,USR_12,Reparación,Crítica,Centro,Call center,0,NA,2.65,24,Cerrada,4,2026-03-20,viernes,3
OT_00561,OT_00561_EV_005,2026-03-20T19:15:00Z,Agenda coordinada,Backoffice operativo,USR_27,Reparación,Crítica,Centro,Call center,0,NA,12.51,24,Cerrada,5,2026-03-20,viernes,16
OT_00561,OT_00561_EV_006,2026-03-20T20:10:12Z,Trabajo iniciado,Técnico de campo,USR_23,Reparación,Crítica,Centro,Call center,0,NA,0.92,24,Cerrada,6,2026-03-20,viernes,17
OT_00561,OT_00561_EV_007,2026-03-20T22:04:48Z,Trabajo finalizado,Técnico de campo,USR_08,Reparación,Crítica,Centro,Call center,0,NA,1.91,24,Cerrada,7,2026-03-20,viernes,19
OT_00561,OT_00561_EV_008,2026-03-21T02:16:48Z,Validación de cierre,Supervisión de trabajo,USR_10,Reparación,Crítica,Centro,Call center,0,NA,4.2,24,Cerrada,8,2026-03-21,viernes,23
OT_00561,OT_00561_EV_009,2026-03-21T04:31:48Z,WO cerrada,Backoffice operativo,USR_17,Reparación,Crítica,Centro,Call center,0,NA,2.25,24,Cerrada,9,2026-03-21,sábado,1
OT_00562,OT_00562_EV_001,2026-01-26T18:08:57Z,WO creada,Atención al cliente,USR_01,Instalación,Baja,Centro,Web,0,NA,0,168,Cerrada,1,2026-01-26,lunes,15
OT_00562,OT_00562_EV_002,2026-01-26T19:07:45Z,Validación inicial,Backoffice operativo,USR_17,Instalación,Baja,Centro,Web,0,NA,0.98,168,Cerrada,2,2026-01-26,lunes,16
OT_00562,OT_00562_EV_003,2026-01-26T19:43:45Z,Clasificación de WO,Backoffice operativo,USR_22,Instalación,Baja,Centro,Web,0,NA,0.6,168,Cerrada,3,2026-01-26,lunes,16
OT_00562,OT_00562_EV_004,2026-01-27T06:50:57Z,Asignación,Backoffice operativo,USR_07,Instalación,Baja,Centro,Web,0,NA,11.12,168,Cerrada,4,2026-01-27,martes,3
OT_00562,OT_00562_EV_005,2026-01-27T19:13:45Z,Agenda coordinada,Backoffice operativo,USR_12,Instalación,Baja,Centro,Web,0,NA,12.38,168,Cerrada,5,2026-01-27,martes,16
OT_00562,OT_00562_EV_006,2026-01-27T20:12:33Z,Trabajo iniciado,Técnico de campo,USR_13,Instalación,Baja,Centro,Web,0,NA,0.98,168,Cerrada,6,2026-01-27,martes,17
OT_00562,OT_00562_EV_007,2026-01-27T22:15:33Z,Trabajo finalizado,Técnico de campo,USR_18,Instalación,Baja,Centro,Web,0,NA,2.05,168,Cerrada,7,2026-01-27,martes,19
OT_00562,OT_00562_EV_008,2026-01-28T05:07:09Z,Validación de cierre,Supervisión de trabajo,USR_05,Instalación,Baja,Centro,Web,0,NA,6.86,168,Cerrada,8,2026-01-28,miércoles,2
OT_00562,OT_00562_EV_009,2026-01-28T05:20:57Z,WO cerrada,Backoffice operativo,USR_02,Instalación,Baja,Centro,Web,0,NA,0.23,168,Cerrada,9,2026-01-28,miércoles,2
OT_00563,OT_00563_EV_001,2026-03-21T18:50:50Z,WO creada,Atención al cliente,USR_06,Reparación,Alta,Centro,Call center,0,NA,0,48,Cerrada,1,2026-03-21,sábado,15
OT_00563,OT_00563_EV_002,2026-03-21T22:47:50Z,Validación inicial,Backoffice operativo,USR_22,Reparación,Alta,Centro,Call center,0,NA,3.95,48,Cerrada,2,2026-03-21,sábado,19
OT_00563,OT_00563_EV_003,2026-03-21T23:18:26Z,Clasificación de WO,Backoffice operativo,USR_12,Reparación,Alta,Centro,Call center,0,NA,0.51,48,Cerrada,3,2026-03-21,sábado,20
OT_00563,OT_00563_EV_004,2026-03-22T04:01:38Z,Asignación,Backoffice operativo,USR_02,Reparación,Alta,Centro,Call center,0,NA,4.72,48,Cerrada,4,2026-03-22,domingo,1
OT_00563,OT_00563_EV_005,2026-03-22T13:37:38Z,Agenda coordinada,Backoffice operativo,USR_02,Reparación,Alta,Centro,Call center,0,NA,9.6,48,Cerrada,5,2026-03-22,domingo,10
OT_00563,OT_00563_EV_006,2026-03-22T18:15:26Z,Trabajo iniciado,Técnico de campo,USR_08,Reparación,Alta,Centro,Call center,0,NA,4.63,48,Cerrada,6,2026-03-22,domingo,15
OT_00563,OT_00563_EV_007,2026-03-22T20:56:41Z,Solicitud de material,Técnico de campo,USR_28,Reparación,Alta,Centro,Call center,1,Falta de materiales,2.69,48,Cerrada,7,2026-03-22,domingo,17
OT_00563,OT_00563_EV_008,2026-03-22T23:37:56Z,Material preparado,Logística / inventario,USR_04,Reparación,Alta,Centro,Call center,1,Falta de materiales,2.69,48,Cerrada,8,2026-03-22,domingo,20
OT_00563,OT_00563_EV_009,2026-03-23T02:19:11Z,Agenda coordinada,Backoffice operativo,USR_02,Reparación,Alta,Centro,Call center,1,Falta de materiales,2.69,48,Cerrada,9,2026-03-23,domingo,23
OT_00563,OT_00563_EV_010,2026-03-23T05:00:26Z,Trabajo iniciado,Técnico de campo,USR_28,Reparación,Alta,Centro,Call center,1,Falta de materiales,2.69,48,Cerrada,10,2026-03-23,lunes,2
OT_00563,OT_00563_EV_011,2026-03-23T07:35:14Z,Trabajo finalizado,Técnico de campo,USR_08,Reparación,Alta,Centro,Call center,0,NA,2.58,48,Cerrada,11,2026-03-23,lunes,4
OT_00563,OT_00563_EV_012,2026-03-23T08:49:02Z,Validación de cierre,Supervisión de trabajo,USR_20,Reparación,Alta,Centro,Call center,0,NA,1.23,48,Cerrada,12,2026-03-23,lunes,5
OT_00563,OT_00563_EV_013,2026-03-23T09:17:50Z,WO cerrada,Backoffice operativo,USR_02,Reparación,Alta,Centro,Call center,0,NA,0.48,48,Cerrada,13,2026-03-23,lunes,6
OT_00564,OT_00564_EV_001,2026-01-03T15:44:45Z,WO creada,Atención al cliente,USR_01,Reparación,Media,Este,Web,0,NA,0,96,Cerrada,1,2026-01-03,sábado,12
OT_00564,OT_00564_EV_002,2026-01-03T18:22:33Z,Validación inicial,Backoffice operativo,USR_07,Reparación,Media,Este,Web,0,NA,2.63,96,Cerrada,2,2026-01-03,sábado,15
OT_00564,OT_00564_EV_003,2026-01-03T19:21:57Z,Clasificación de WO,Backoffice operativo,USR_12,Reparación,Media,Este,Web,0,NA,0.99,96,Cerrada,3,2026-01-03,sábado,16
OT_00564,OT_00564_EV_004,2026-01-04T01:42:21Z,Asignación,Backoffice operativo,USR_02,Reparación,Media,Este,Web,0,NA,6.34,96,Cerrada,4,2026-01-04,sábado,22
OT_00564,OT_00564_EV_005,2026-01-04T04:40:33Z,Agenda coordinada,Backoffice operativo,USR_17,Reparación,Media,Este,Web,0,NA,2.97,96,Cerrada,5,2026-01-04,domingo,1
OT_00564,OT_00564_EV_006,2026-01-04T06:06:21Z,Trabajo iniciado,Técnico de campo,USR_13,Reparación,Media,Este,Web,0,NA,1.43,96,Cerrada,6,2026-01-04,domingo,3
OT_00564,OT_00564_EV_007,2026-01-04T09:25:33Z,Trabajo finalizado,Técnico de campo,USR_18,Reparación,Media,Este,Web,0,NA,3.32,96,Cerrada,7,2026-01-04,domingo,6
OT_00564,OT_00564_EV_008,2026-01-04T10:50:09Z,Validación de cierre,Supervisión de trabajo,USR_30,Reparación,Media,Este,Web,0,NA,1.41,96,Cerrada,8,2026-01-04,domingo,7
OT_00564,OT_00564_EV_009,2026-01-04T12:08:45Z,WO cerrada,Backoffice operativo,USR_07,Reparación,Media,Este,Web,0,NA,1.31,96,Cerrada,9,2026-01-04,domingo,9
OT_00565,OT_00565_EV_001,2026-02-01T13:49:34Z,WO creada,Atención al cliente,USR_21,Reparación,Baja,Oeste,Call center,0,NA,0,168,Cerrada,1,2026-02-01,domingo,10
OT_00565,OT_00565_EV_002,2026-02-01T14:56:10Z,Validación inicial,Backoffice operativo,USR_12,Reparación,Baja,Oeste,Call center,0,NA,1.11,168,Cerrada,2,2026-02-01,domingo,11
OT_00565,OT_00565_EV_003,2026-02-01T16:52:34Z,Clasificación de WO,Backoffice operativo,USR_27,Reparación,Baja,Oeste,Call center,0,NA,1.94,168,Cerrada,3,2026-02-01,domingo,13
OT_00565,OT_00565_EV_004,2026-02-01T22:53:46Z,Asignación,Backoffice operativo,USR_12,Reparación,Baja,Oeste,Call center,0,NA,6.02,168,Cerrada,4,2026-02-01,domingo,19
OT_00565,OT_00565_EV_005,2026-02-02T12:56:10Z,Agenda coordinada,Backoffice operativo,USR_07,Reparación,Baja,Oeste,Call center,0,NA,14.04,168,Cerrada,5,2026-02-02,lunes,9
OT_00565,OT_00565_EV_006,2026-02-02T14:15:58Z,Trabajo iniciado,Técnico de campo,USR_18,Reparación,Baja,Oeste,Call center,0,NA,1.33,168,Cerrada,6,2026-02-02,lunes,11
OT_00565,OT_00565_EV_007,2026-02-02T18:00:22Z,Trabajo finalizado,Técnico de campo,USR_28,Reparación,Baja,Oeste,Call center,0,NA,3.74,168,Cerrada,7,2026-02-02,lunes,15
OT_00565,OT_00565_EV_008,2026-02-03T00:28:34Z,Trabajo iniciado,Técnico de campo,USR_28,Reparación,Baja,Oeste,Call center,1,Ejecución fallida,6.47,168,Cerrada,8,2026-02-03,lunes,21
OT_00565,OT_00565_EV_009,2026-02-03T06:56:46Z,Trabajo finalizado,Técnico de campo,USR_18,Reparación,Baja,Oeste,Call center,1,Ejecución fallida,6.47,168,Cerrada,9,2026-02-03,martes,3
OT_00565,OT_00565_EV_010,2026-02-03T08:33:22Z,Validación de cierre,Supervisión de trabajo,USR_20,Reparación,Baja,Oeste,Call center,0,NA,1.61,168,Cerrada,10,2026-02-03,martes,5
OT_00565,OT_00565_EV_011,2026-02-03T09:00:22Z,WO cerrada,Backoffice operativo,USR_07,Reparación,Baja,Oeste,Call center,0,NA,0.45,168,Cerrada,11,2026-02-03,martes,6
OT_00566,OT_00566_EV_001,2026-03-26T14:53:40Z,WO creada,Atención al cliente,USR_16,Mantenimiento,Media,Sur,Web,0,NA,0,96,Cerrada,1,2026-03-26,jueves,11
OT_00566,OT_00566_EV_002,2026-03-26T17:32:40Z,Validación inicial,Backoffice operativo,USR_07,Mantenimiento,Media,Sur,Web,0,NA,2.65,96,Cerrada,2,2026-03-26,jueves,14
OT_00566,OT_00566_EV_003,2026-03-26T18:15:52Z,Clasificación de WO,Backoffice operativo,USR_07,Mantenimiento,Media,Sur,Web,0,NA,0.72,96,Cerrada,3,2026-03-26,jueves,15
OT_00566,OT_00566_EV_004,2026-03-26T20:24:16Z,Asignación,Backoffice operativo,USR_22,Mantenimiento,Media,Sur,Web,0,NA,2.14,96,Cerrada,4,2026-03-26,jueves,17
OT_00566,OT_00566_EV_005,2026-03-27T13:05:40Z,Agenda coordinada,Backoffice operativo,USR_27,Mantenimiento,Media,Sur,Web,0,NA,16.69,96,Cerrada,5,2026-03-27,viernes,10
OT_00566,OT_00566_EV_006,2026-03-27T15:39:16Z,Trabajo iniciado,Técnico de campo,USR_18,Mantenimiento,Media,Sur,Web,0,NA,2.56,96,Cerrada,6,2026-03-27,viernes,12
OT_00566,OT_00566_EV_007,2026-03-27T18:13:28Z,Trabajo finalizado,Técnico de campo,USR_08,Mantenimiento,Media,Sur,Web,0,NA,2.57,96,Cerrada,7,2026-03-27,viernes,15
OT_00566,OT_00566_EV_008,2026-03-28T00:00:16Z,Validación de cierre,Supervisión de trabajo,USR_05,Mantenimiento,Media,Sur,Web,0,NA,5.78,96,Cerrada,8,2026-03-28,viernes,21
OT_00566,OT_00566_EV_009,2026-03-28T01:14:04Z,WO cerrada,Backoffice operativo,USR_17,Mantenimiento,Media,Sur,Web,0,NA,1.23,96,Cerrada,9,2026-03-28,viernes,22
OT_00567,OT_00567_EV_001,2026-03-16T07:52:36Z,WO creada,Atención al cliente,USR_06,Inspección,Baja,Norte,Comercial,0,NA,0,168,Cerrada,1,2026-03-16,lunes,4
OT_00567,OT_00567_EV_002,2026-03-16T09:12:24Z,Validación inicial,Backoffice operativo,USR_02,Inspección,Baja,Norte,Comercial,0,NA,1.33,168,Cerrada,2,2026-03-16,lunes,6
OT_00567,OT_00567_EV_003,2026-03-16T09:30:24Z,Clasificación de WO,Backoffice operativo,USR_07,Inspección,Baja,Norte,Comercial,0,NA,0.3,168,Cerrada,3,2026-03-16,lunes,6
OT_00567,OT_00567_EV_004,2026-03-16T23:09:24Z,Asignación,Backoffice operativo,USR_12,Inspección,Baja,Norte,Comercial,0,NA,13.65,168,Cerrada,4,2026-03-16,lunes,20
OT_00567,OT_00567_EV_005,2026-03-17T10:44:48Z,Agenda coordinada,Backoffice operativo,USR_22,Inspección,Baja,Norte,Comercial,0,NA,11.59,168,Cerrada,5,2026-03-17,martes,7
OT_00567,OT_00567_EV_006,2026-03-18T07:53:12Z,Contacto con cliente para reagendar,Atención al cliente,USR_21,Inspección,Baja,Norte,Comercial,1,Reagendamiento,21.14,168,Cerrada,6,2026-03-18,miércoles,4
OT_00567,OT_00567_EV_007,2026-03-19T05:01:36Z,Agenda coordinada,Backoffice operativo,USR_12,Inspección,Baja,Norte,Comercial,1,Reagendamiento,21.14,168,Cerrada,7,2026-03-19,jueves,2
OT_00567,OT_00567_EV_008,2026-03-19T05:52:36Z,Trabajo iniciado,Técnico de campo,USR_28,Inspección,Baja,Norte,Comercial,0,NA,0.85,168,Cerrada,8,2026-03-19,jueves,2
OT_00567,OT_00567_EV_009,2026-03-19T11:23:48Z,Trabajo finalizado,Técnico de campo,USR_08,Inspección,Baja,Norte,Comercial,0,NA,5.52,168,Cerrada,9,2026-03-19,jueves,8
OT_00567,OT_00567_EV_010,2026-03-19T17:47:12Z,Validación de cierre,Supervisión de trabajo,USR_05,Inspección,Baja,Norte,Comercial,0,NA,6.39,168,Cerrada,10,2026-03-19,jueves,14
OT_00567,OT_00567_EV_011,2026-03-19T18:22:00Z,WO cerrada,Backoffice operativo,USR_27,Inspección,Baja,Norte,Comercial,0,NA,0.58,168,Cerrada,11,2026-03-19,jueves,15
OT_00568,OT_00568_EV_001,2026-01-20T22:35:00Z,WO creada,Atención al cliente,USR_21,Inspección,Media,Norte,Call center,0,NA,0,96,Cerrada,1,2026-01-20,martes,19
OT_00568,OT_00568_EV_002,2026-01-21T03:21:12Z,Validación inicial,Backoffice operativo,USR_27,Inspección,Media,Norte,Call center,0,NA,4.77,96,Cerrada,2,2026-01-21,miércoles,0
OT_00568,OT_00568_EV_003,2026-01-21T03:35:36Z,Clasificación de WO,Backoffice operativo,USR_02,Inspección,Media,Norte,Call center,0,NA,0.24,96,Cerrada,3,2026-01-21,miércoles,0
OT_00568,OT_00568_EV_004,2026-01-21T05:15:12Z,Asignación,Backoffice operativo,USR_12,Inspección,Media,Norte,Call center,0,NA,1.66,96,Cerrada,4,2026-01-21,miércoles,2
OT_00568,OT_00568_EV_005,2026-01-22T02:18:12Z,Agenda coordinada,Backoffice operativo,USR_02,Inspección,Media,Norte,Call center,0,NA,21.05,96,Cerrada,5,2026-01-22,miércoles,23
OT_00568,OT_00568_EV_006,2026-01-22T02:56:36Z,Trabajo iniciado,Técnico de campo,USR_08,Inspección,Media,Norte,Call center,0,NA,0.64,96,Cerrada,6,2026-01-22,miércoles,23
OT_00568,OT_00568_EV_007,2026-01-22T04:23:36Z,Trabajo finalizado,Técnico de campo,USR_13,Inspección,Media,Norte,Call center,0,NA,1.45,96,Cerrada,7,2026-01-22,jueves,1
OT_00568,OT_00568_EV_008,2026-01-22T14:47:36Z,Validación de cierre,Supervisión de trabajo,USR_15,Inspección,Media,Norte,Call center,0,NA,10.4,96,Cerrada,8,2026-01-22,jueves,11
OT_00568,OT_00568_EV_009,2026-01-22T14:58:24Z,WO cerrada,Backoffice operativo,USR_22,Inspección,Media,Norte,Call center,0,NA,0.18,96,Cerrada,9,2026-01-22,jueves,11
OT_00569,OT_00569_EV_001,2026-03-27T13:33:55Z,WO creada,Atención al cliente,USR_26,Mantenimiento,Media,Centro,Web,0,NA,0,96,Cerrada,1,2026-03-27,viernes,10
OT_00569,OT_00569_EV_002,2026-03-27T14:36:55Z,Validación inicial,Backoffice operativo,USR_12,Mantenimiento,Media,Centro,Web,0,NA,1.05,96,Cerrada,2,2026-03-27,viernes,11
OT_00569,OT_00569_EV_003,2026-03-27T18:36:19Z,Solicitud de información adicional,Atención al cliente,USR_16,Mantenimiento,Media,Centro,Web,1,Información incompleta,3.99,96,Cerrada,3,2026-03-27,viernes,15
OT_00569,OT_00569_EV_004,2026-03-27T22:35:43Z,Validación inicial,Backoffice operativo,USR_02,Mantenimiento,Media,Centro,Web,1,Información incompleta,3.99,96,Cerrada,4,2026-03-27,viernes,19
OT_00569,OT_00569_EV_005,2026-03-27T23:45:19Z,Clasificación de WO,Backoffice operativo,USR_12,Mantenimiento,Media,Centro,Web,0,NA,1.16,96,Cerrada,5,2026-03-27,viernes,20
OT_00569,OT_00569_EV_006,2026-03-28T03:02:07Z,Asignación,Backoffice operativo,USR_12,Mantenimiento,Media,Centro,Web,0,NA,3.28,96,Cerrada,6,2026-03-28,sábado,0
OT_00569,OT_00569_EV_007,2026-03-29T05:44:43Z,Agenda coordinada,Backoffice operativo,USR_17,Mantenimiento,Media,Centro,Web,0,NA,26.71,96,Cerrada,7,2026-03-29,domingo,2
OT_00569,OT_00569_EV_008,2026-03-29T07:42:55Z,Trabajo iniciado,Técnico de campo,USR_03,Mantenimiento,Media,Centro,Web,0,NA,1.97,96,Cerrada,8,2026-03-29,domingo,4
OT_00569,OT_00569_EV_009,2026-03-29T07:59:43Z,Trabajo finalizado,Técnico de campo,USR_23,Mantenimiento,Media,Centro,Web,0,NA,0.28,96,Cerrada,9,2026-03-29,domingo,4
OT_00569,OT_00569_EV_010,2026-03-29T11:21:55Z,Validación de cierre,Supervisión de trabajo,USR_25,Mantenimiento,Media,Centro,Web,0,NA,3.37,96,Cerrada,10,2026-03-29,domingo,8
OT_00569,OT_00569_EV_011,2026-03-29T12:22:31Z,WO cerrada,Backoffice operativo,USR_02,Mantenimiento,Media,Centro,Web,0,NA,1.01,96,Cerrada,11,2026-03-29,domingo,9
OT_00570,OT_00570_EV_001,2026-02-24T08:28:28Z,WO creada,Atención al cliente,USR_16,Instalación,Media,Oeste,Call center,0,NA,0,96,Cerrada,1,2026-02-24,martes,5
OT_00570,OT_00570_EV_002,2026-02-24T10:42:52Z,Validación inicial,Backoffice operativo,USR_22,Instalación,Media,Oeste,Call center,0,NA,2.24,96,Cerrada,2,2026-02-24,martes,7
OT_00570,OT_00570_EV_003,2026-02-24T13:00:16Z,Clasificación de WO,Backoffice operativo,USR_27,Instalación,Media,Oeste,Call center,0,NA,2.29,96,Cerrada,3,2026-02-24,martes,10
OT_00570,OT_00570_EV_004,2026-02-24T15:48:52Z,Asignación,Backoffice operativo,USR_07,Instalación,Media,Oeste,Call center,0,NA,2.81,96,Cerrada,4,2026-02-24,martes,12
OT_00570,OT_00570_EV_005,2026-02-25T07:42:16Z,Agenda coordinada,Backoffice operativo,USR_02,Instalación,Media,Oeste,Call center,0,NA,15.89,96,Cerrada,5,2026-02-25,miércoles,4
OT_00570,OT_00570_EV_006,2026-02-25T12:02:40Z,Trabajo iniciado,Técnico de campo,USR_18,Instalación,Media,Oeste,Call center,0,NA,4.34,96,Cerrada,6,2026-02-25,miércoles,9
OT_00570,OT_00570_EV_007,2026-02-25T15:33:16Z,Trabajo finalizado,Técnico de campo,USR_23,Instalación,Media,Oeste,Call center,0,NA,3.51,96,Cerrada,7,2026-02-25,miércoles,12
OT_00570,OT_00570_EV_008,2026-02-25T22:08:04Z,Validación de cierre,Supervisión de trabajo,USR_30,Instalación,Media,Oeste,Call center,0,NA,6.58,96,Cerrada,8,2026-02-25,miércoles,19
OT_00570,OT_00570_EV_009,2026-02-25T22:42:16Z,WO cerrada,Backoffice operativo,USR_12,Instalación,Media,Oeste,Call center,0,NA,0.57,96,Cerrada,9,2026-02-25,miércoles,19
OT_00571,OT_00571_EV_001,2026-03-13T14:22:22Z,WO creada,Atención al cliente,USR_01,Inspección,Media,Sur,Web,0,NA,0,96,Cerrada,1,2026-03-13,viernes,11
OT_00571,OT_00571_EV_002,2026-03-13T15:04:58Z,Validación inicial,Backoffice operativo,USR_27,Inspección,Media,Sur,Web,0,NA,0.71,96,Cerrada,2,2026-03-13,viernes,12
OT_00571,OT_00571_EV_003,2026-03-13T16:38:34Z,Clasificación de WO,Backoffice operativo,USR_22,Inspección,Media,Sur,Web,0,NA,1.56,96,Cerrada,3,2026-03-13,viernes,13
OT_00571,OT_00571_EV_004,2026-03-13T22:49:58Z,Asignación,Backoffice operativo,USR_07,Inspección,Media,Sur,Web,0,NA,6.19,96,Cerrada,4,2026-03-13,viernes,19
OT_00571,OT_00571_EV_005,2026-03-14T09:06:46Z,Agenda coordinada,Backoffice operativo,USR_27,Inspección,Media,Sur,Web,0,NA,10.28,96,Cerrada,5,2026-03-14,sábado,6
OT_00571,OT_00571_EV_006,2026-03-14T15:49:22Z,Contacto con cliente para reagendar,Atención al cliente,USR_06,Inspección,Media,Sur,Web,1,Reagendamiento,6.71,96,Cerrada,6,2026-03-14,sábado,12
OT_00571,OT_00571_EV_007,2026-03-14T22:31:58Z,Agenda coordinada,Backoffice operativo,USR_02,Inspección,Media,Sur,Web,1,Reagendamiento,6.71,96,Cerrada,7,2026-03-14,sábado,19
OT_00571,OT_00571_EV_008,2026-03-14T23:04:58Z,Trabajo iniciado,Técnico de campo,USR_28,Inspección,Media,Sur,Web,0,NA,0.55,96,Cerrada,8,2026-03-14,sábado,20
OT_00571,OT_00571_EV_009,2026-03-15T07:59:34Z,Solicitud de material,Técnico de campo,USR_23,Inspección,Media,Sur,Web,1,Falta de materiales,8.91,96,Cerrada,9,2026-03-15,domingo,4
OT_00571,OT_00571_EV_010,2026-03-15T16:54:10Z,Material preparado,Logística / inventario,USR_29,Inspección,Media,Sur,Web,1,Falta de materiales,8.91,96,Cerrada,10,2026-03-15,domingo,13
OT_00571,OT_00571_EV_011,2026-03-16T01:48:46Z,Agenda coordinada,Backoffice operativo,USR_27,Inspección,Media,Sur,Web,1,Falta de materiales,8.91,96,Cerrada,11,2026-03-16,domingo,22
OT_00571,OT_00571_EV_012,2026-03-16T10:43:22Z,Trabajo iniciado,Técnico de campo,USR_03,Inspección,Media,Sur,Web,1,Falta de materiales,8.91,96,Cerrada,12,2026-03-16,lunes,7
OT_00571,OT_00571_EV_013,2026-03-16T13:12:10Z,Trabajo finalizado,Técnico de campo,USR_08,Inspección,Media,Sur,Web,0,NA,2.48,96,Cerrada,13,2026-03-16,lunes,10
OT_00571,OT_00571_EV_014,2026-03-16T15:01:58Z,Validación de cierre,Supervisión de trabajo,USR_15,Inspección,Media,Sur,Web,0,NA,1.83,96,Cerrada,14,2026-03-16,lunes,12
OT_00571,OT_00571_EV_015,2026-03-16T16:09:46Z,WO cerrada,Backoffice operativo,USR_12,Inspección,Media,Sur,Web,0,NA,1.13,96,Cerrada,15,2026-03-16,lunes,13
OT_00572,OT_00572_EV_001,2026-03-17T04:14:44Z,WO creada,Atención al cliente,USR_01,Inspección,Media,Sur,Sistema,0,NA,0,96,Cerrada,1,2026-03-17,martes,1
OT_00572,OT_00572_EV_002,2026-03-17T05:40:32Z,Validación inicial,Backoffice operativo,USR_22,Inspección,Media,Sur,Sistema,0,NA,1.43,96,Cerrada,2,2026-03-17,martes,2
OT_00572,OT_00572_EV_003,2026-03-17T06:29:08Z,Clasificación de WO,Backoffice operativo,USR_27,Inspección,Media,Sur,Sistema,0,NA,0.81,96,Cerrada,3,2026-03-17,martes,3
OT_00572,OT_00572_EV_004,2026-03-17T18:16:32Z,Asignación,Backoffice operativo,USR_22,Inspección,Media,Sur,Sistema,0,NA,11.79,96,Cerrada,4,2026-03-17,martes,15
OT_00572,OT_00572_EV_005,2026-03-18T16:02:44Z,Agenda coordinada,Backoffice operativo,USR_02,Inspección,Media,Sur,Sistema,0,NA,21.77,96,Cerrada,5,2026-03-18,miércoles,13
OT_00572,OT_00572_EV_006,2026-03-18T18:13:32Z,Trabajo iniciado,Técnico de campo,USR_03,Inspección,Media,Sur,Sistema,0,NA,2.18,96,Cerrada,6,2026-03-18,miércoles,15
OT_00572,OT_00572_EV_007,2026-03-19T00:29:44Z,Trabajo finalizado,Técnico de campo,USR_08,Inspección,Media,Sur,Sistema,0,NA,6.27,96,Cerrada,7,2026-03-19,miércoles,21
OT_00572,OT_00572_EV_008,2026-03-19T02:12:56Z,Validación de cierre,Supervisión de trabajo,USR_05,Inspección,Media,Sur,Sistema,0,NA,1.72,96,Cerrada,8,2026-03-19,miércoles,23
OT_00572,OT_00572_EV_009,2026-03-19T03:23:44Z,WO cerrada,Backoffice operativo,USR_02,Inspección,Media,Sur,Sistema,0,NA,1.18,96,Cerrada,9,2026-03-19,jueves,0
OT_00573,OT_00573_EV_001,2026-01-30T09:08:55Z,WO creada,Atención al cliente,USR_26,Reparación,Alta,Este,Comercial,0,NA,0,48,Cerrada,1,2026-01-30,viernes,6
OT_00573,OT_00573_EV_002,2026-01-30T09:59:55Z,Validación inicial,Backoffice operativo,USR_22,Reparación,Alta,Este,Comercial,0,NA,0.85,48,Cerrada,2,2026-01-30,viernes,6
