ot_id,tipo_ot,prioridad,zona,canal_origen,sla_objetivo_horas,estado_final,fecha_creacion,fecha_cierre,lead_time_horas,cantidad_eventos,cantidad_loops,tuvo_loop,fuera_sla
OT_00376,Reparación,Alta,Este,Call center,48,Cerrada,2026-01-07T16:42:47Z,2026-01-08T21:15:11Z,28.54,11,2,1,0
OT_00377,Reparación,Media,Sur,Call center,96,Cerrada,2026-02-15T02:04:15Z,2026-02-17T01:01:15Z,46.95,9,0,0,0
OT_00378,Reparación,Baja,Sur,Web,168,Cerrada,2026-02-10T01:13:49Z,2026-02-11T07:49:49Z,30.6,9,0,0,0
OT_00379,Instalación,Media,Sur,Call center,96,Cerrada,2026-01-08T20:40:33Z,2026-01-10T01:52:33Z,29.2,11,2,1,0
OT_00380,Instalación,Media,Centro,Web,96,Cerrada,2026-01-21T23:39:11Z,2026-01-23T08:08:35Z,32.49,9,0,0,0
OT_00381,Reparación,Media,Sur,Call center,96,Cerrada,2026-01-18T06:24:35Z,2026-01-19T03:07:47Z,20.72,9,0,0,0
OT_00382,Mantenimiento,Baja,Este,Comercial,168,Cerrada,2026-01-03T06:57:47Z,2026-01-04T02:29:35Z,19.53,9,0,0,0
OT_00383,Reparación,Crítica,Centro,Call center,24,Cerrada,2026-01-08T14:47:15Z,2026-01-11T10:33:27Z,67.77,13,4,1,1
OT_00384,Reparación,Alta,Centro,Web,48,Cerrada,2026-01-13T01:22:05Z,2026-01-16T18:28:05Z,89.1,17,8,1,1
OT_00385,Instalación,Alta,Este,Web,48,Cerrada,2026-03-28T12:29:51Z,2026-03-29T20:28:39Z,31.98,9,0,0,0
OT_00386,Reparación,Media,Norte,Web,96,Cerrada,2026-01-18T14:19:37Z,2026-01-19T13:06:25Z,22.78,9,0,0,0
OT_00387,Reparación,Alta,Centro,Call center,48,Cerrada,2026-01-29T22:28:35Z,2026-01-31T03:35:47Z,29.12,9,0,0,0
OT_00388,Instalación,Media,Norte,Call center,96,Cerrada,2026-03-30T08:31:18Z,2026-03-31T04:42:42Z,20.19,9,0,0,0
OT_00389,Mantenimiento,Media,Oeste,Sistema,96,Cerrada,2026-02-24T04:48:42Z,2026-02-26T07:43:18Z,50.91,9,0,0,0
OT_00390,Reparación,Baja,Centro,Call center,168,Cerrada,2026-03-07T19:03:34Z,2026-03-08T23:09:34Z,28.1,9,0,0,0
OT_00391,Instalación,Media,Oeste,Web,96,Cerrada,2026-03-25T11:48:02Z,2026-03-26T12:36:38Z,24.81,9,0,0,0
OT_00392,Inspección,Alta,Norte,Web,48,Cerrada,2026-02-05T01:28:58Z,2026-02-06T09:43:58Z,32.25,9,0,0,0
OT_00393,Inspección,Media,Este,Comercial,96,Cerrada,2026-02-20T20:35:07Z,2026-02-21T22:29:07Z,25.9,11,2,1,0
OT_00394,Mantenimiento,Baja,Centro,Comercial,168,Cerrada,2026-02-06T05:07:14Z,2026-02-07T18:31:50Z,37.41,9,0,0,0
OT_00395,Mantenimiento,Crítica,Sur,Web,24,Cerrada,2026-01-01T15:51:19Z,2026-01-04T00:09:19Z,56.3,13,4,1,1
OT_00396,Instalación,Alta,Norte,Call center,48,Cerrada,2026-01-13T14:52:46Z,2026-01-14T21:28:10Z,30.59,9,0,0,0
OT_00397,Mantenimiento,Baja,Centro,Web,168,Cerrada,2026-03-02T00:21:33Z,2026-03-02T18:16:09Z,17.91,9,0,0,0
OT_00398,Reparación,Media,Centro,Call center,96,Cerrada,2026-01-04T01:06:39Z,2026-01-06T09:22:51Z,56.27,11,2,1,0
OT_00399,Reparación,Baja,Este,Call center,168,Cerrada,2026-03-28T18:35:08Z,2026-03-29T14:42:56Z,20.13,9,0,0,0
OT_00400,Mantenimiento,Alta,Centro,Call center,48,Cerrada,2026-03-19T12:40:08Z,2026-03-21T02:47:20Z,38.12,15,6,1,0
OT_00401,Inspección,Alta,Norte,Call center,48,Cerrada,2026-01-11T16:43:59Z,2026-01-12T20:42:11Z,27.97,9,0,0,0
OT_00402,Reparación,Baja,Oeste,Sistema,168,Cerrada,2026-01-28T13:11:28Z,2026-01-29T22:41:28Z,33.5,11,2,1,0
OT_00403,Mantenimiento,Media,Centro,Call center,96,Cerrada,2026-03-22T03:37:39Z,2026-03-24T04:02:15Z,48.41,9,0,0,0
OT_00404,Instalación,Media,Oeste,Sistema,96,Cerrada,2026-03-11T03:41:52Z,2026-03-12T05:17:16Z,25.59,9,0,0,0
OT_00405,Instalación,Alta,Sur,Call center,48,Cerrada,2026-03-28T08:19:10Z,2026-03-29T15:40:46Z,31.36,9,0,0,0
OT_00406,Instalación,Alta,Norte,Call center,48,Cerrada,2026-03-06T06:08:37Z,2026-03-08T15:29:01Z,57.34,9,0,0,1
OT_00407,Inspección,Alta,Centro,Comercial,48,Cerrada,2026-01-07T17:14:36Z,2026-01-08T19:32:00Z,26.29,9,0,0,0
OT_00408,Reparación,Media,Este,Sistema,96,Cerrada,2026-01-28T11:35:13Z,2026-01-29T11:12:25Z,23.62,9,0,0,0
OT_00409,Reparación,Baja,Norte,Call center,168,Cerrada,2026-03-30T06:01:29Z,2026-03-31T16:27:17Z,34.43,9,0,0,0
OT_00410,Inspección,Baja,Sur,Call center,168,Cerrada,2026-03-13T13:54:19Z,2026-03-14T14:57:19Z,25.05,9,0,0,0
OT_00411,Reparación,Media,Norte,Web,96,Cerrada,2026-03-21T00:52:16Z,2026-03-22T22:52:52Z,46.01,9,0,0,0
OT_00412,Inspección,Media,Centro,Comercial,96,Cerrada,2026-02-05T17:45:31Z,2026-02-07T13:46:07Z,44.01,9,0,0,0
OT_00413,Reparación,Media,Norte,Sistema,96,Cerrada,2026-01-30T01:15:42Z,2026-02-01T12:52:18Z,59.61,15,6,1,0
OT_00414,Reparación,Baja,Norte,Call center,168,Cerrada,2026-02-14T20:44:43Z,2026-02-17T13:43:31Z,64.98,13,4,1,0
OT_00415,Reparación,Alta,Oeste,Sistema,48,Cerrada,2026-01-30T21:59:56Z,2026-02-02T19:55:44Z,69.93,11,2,1,1
OT_00416,Reparación,Media,Este,Comercial,96,Cerrada,2026-02-11T15:28:25Z,2026-02-13T01:01:25Z,33.55,11,2,1,0
OT_00417,Reparación,Alta,Este,Web,48,Cerrada,2026-02-08T13:07:13Z,2026-02-12T01:02:25Z,83.92,13,4,1,1
OT_00418,Reparación,Media,Centro,Comercial,96,Cerrada,2026-01-11T21:55:50Z,2026-01-14T08:39:38Z,58.73,13,4,1,0
OT_00419,Inspección,Alta,Sur,Web,48,Cerrada,2026-01-13T23:58:27Z,2026-01-16T04:49:27Z,52.85,9,0,0,1
OT_00420,Instalación,Baja,Centro,Web,168,Cerrada,2026-03-07T20:53:03Z,2026-03-10T08:35:03Z,59.7,9,0,0,0
OT_00421,Mantenimiento,Media,Centro,Call center,96,Cerrada,2026-03-07T05:21:45Z,2026-03-09T06:51:45Z,49.5,13,4,1,0
OT_00422,Instalación,Media,Este,Call center,96,Cerrada,2026-02-05T03:39:28Z,2026-02-06T11:52:40Z,32.22,9,0,0,0
OT_00423,Reparación,Media,Este,Call center,96,Cerrada,2026-03-28T07:17:00Z,2026-03-30T08:37:24Z,49.34,9,0,0,0
OT_00424,Reparación,Alta,Centro,Call center,48,Cerrada,2026-01-16T07:13:13Z,2026-01-18T03:05:25Z,43.87,9,0,0,0
OT_00425,Inspección,Alta,Centro,Web,48,Cerrada,2026-03-05T22:39:23Z,2026-03-07T10:03:59Z,35.41,9,0,0,0
OT_00426,Reparación,Baja,Oeste,Comercial,168,Cerrada,2026-01-03T21:12:27Z,2026-01-05T22:11:15Z,48.98,9,0,0,0
OT_00427,Instalación,Media,Norte,Call center,96,Cerrada,2026-01-21T01:17:43Z,2026-01-22T11:50:43Z,34.55,9,0,0,0
OT_00428,Mantenimiento,Baja,Sur,Call center,168,Cerrada,2026-03-10T03:23:49Z,2026-03-11T04:59:13Z,25.59,9,0,0,0
OT_00429,Instalación,Baja,Oeste,Call center,168,Cerrada,2026-01-20T10:51:12Z,2026-01-23T05:37:24Z,66.77,9,0,0,0
OT_00430,Instalación,Crítica,Este,Call center,24,Cerrada,2026-01-18T09:45:26Z,2026-01-19T17:19:38Z,31.57,9,0,0,1
OT_00431,Instalación,Crítica,Este,Comercial,24,Cerrada,2026-03-05T04:58:13Z,2026-03-07T22:40:49Z,65.71,9,0,0,1
OT_00432,Mantenimiento,Media,Norte,Call center,96,Cerrada,2026-01-08T13:43:35Z,2026-01-10T18:10:35Z,52.45,11,2,1,0
OT_00433,Mantenimiento,Baja,Norte,Call center,168,Cerrada,2026-03-16T22:25:30Z,2026-03-18T07:09:54Z,32.74,9,0,0,0
OT_00434,Reparación,Baja,Norte,Web,168,Cerrada,2026-01-08T06:48:00Z,2026-01-09T08:11:24Z,25.39,9,0,0,0
OT_00435,Mantenimiento,Baja,Oeste,Call center,168,Cerrada,2026-01-16T03:00:41Z,2026-01-16T17:52:53Z,14.87,9,0,0,0
OT_00436,Reparación,Alta,Centro,Call center,48,Cerrada,2026-03-28T05:53:03Z,2026-03-29T10:49:27Z,28.94,9,0,0,0
OT_00437,Mantenimiento,Alta,Este,Call center,48,Cerrada,2026-03-03T23:58:01Z,2026-03-05T10:01:37Z,34.06,9,0,0,0
OT_00438,Reparación,Media,Centro,Comercial,96,Cerrada,2026-02-28T03:51:57Z,2026-03-01T06:44:45Z,26.88,9,0,0,0
OT_00439,Reparación,Baja,Centro,Sistema,168,Cerrada,2026-01-01T15:45:06Z,2026-01-02T09:56:30Z,18.19,9,0,0,0
OT_00440,Instalación,Media,Oeste,Web,96,Cerrada,2026-01-06T16:13:18Z,2026-01-07T21:19:18Z,29.1,9,0,0,0
OT_00441,Reparación,Baja,Sur,Call center,168,Cerrada,2026-03-18T07:50:37Z,2026-03-23T13:24:49Z,125.57,15,6,1,0
OT_00442,Instalación,Media,Sur,Call center,96,Cerrada,2026-03-13T06:09:39Z,2026-03-14T08:10:15Z,26.01,9,0,0,0
OT_00443,Mantenimiento,Media,Oeste,Call center,96,Cerrada,2026-03-10T03:44:48Z,2026-03-11T06:43:36Z,26.98,9,0,0,0
OT_00444,Instalación,Media,Centro,Comercial,96,Cerrada,2026-02-14T09:37:11Z,2026-02-16T12:33:35Z,50.94,9,0,0,0
OT_00445,Reparación,Alta,Centro,Call center,48,Cerrada,2026-01-07T16:55:36Z,2026-01-08T20:01:36Z,27.1,9,0,0,0
OT_00446,Instalación,Media,Norte,Call center,96,Cerrada,2026-01-07T03:11:41Z,2026-01-08T09:48:53Z,30.62,9,0,0,0
OT_00447,Inspección,Media,Centro,Call center,96,Cerrada,2026-01-18T04:42:11Z,2026-01-19T04:30:47Z,23.81,9,0,0,0
OT_00448,Reparación,Media,Centro,Call center,96,Cerrada,2026-02-02T17:11:20Z,2026-02-06T08:50:56Z,87.66,15,6,1,0
OT_00449,Mantenimiento,Baja,Norte,Call center,168,Cerrada,2026-01-15T10:21:33Z,2026-01-18T09:31:09Z,71.16,15,6,1,0
OT_00450,Inspección,Alta,Norte,Sistema,48,Cerrada,2026-02-22T20:19:12Z,2026-02-25T02:24:36Z,54.09,9,0,0,1
OT_00451,Instalación,Media,Norte,Call center,96,Cerrada,2026-01-25T07:15:01Z,2026-01-26T05:49:49Z,22.58,9,0,0,0
OT_00452,Inspección,Alta,Oeste,Comercial,48,Cerrada,2026-02-19T14:11:24Z,2026-02-22T17:00:00Z,74.81,13,4,1,1
OT_00453,Inspección,Media,Oeste,Comercial,96,Cerrada,2026-03-24T16:58:15Z,2026-03-26T21:15:03Z,52.28,11,2,1,0
OT_00454,Reparación,Media,Norte,Call center,96,Cerrada,2026-01-13T06:11:12Z,2026-01-18T17:53:48Z,131.71,15,6,1,1
OT_00455,Reparación,Crítica,Sur,Web,24,Cerrada,2026-01-16T06:03:17Z,2026-01-17T19:27:53Z,37.41,9,0,0,1
OT_00456,Reparación,Baja,Este,Call center,168,Cerrada,2026-03-12T21:49:47Z,2026-03-17T07:44:59Z,105.92,15,6,1,0
OT_00457,Mantenimiento,Alta,Centro,Sistema,48,Cerrada,2026-03-15T13:14:00Z,2026-03-16T16:56:00Z,27.7,9,0,0,0
OT_00458,Mantenimiento,Baja,Oeste,Sistema,168,Cerrada,2026-03-22T13:57:22Z,2026-03-25T16:53:10Z,74.93,11,2,1,0
OT_00459,Reparación,Alta,Sur,Call center,48,Cerrada,2026-03-17T14:29:22Z,2026-03-19T16:37:10Z,50.13,11,2,1,1
OT_00460,Reparación,Alta,Sur,Web,48,Cerrada,2026-02-20T22:26:46Z,2026-02-22T04:07:34Z,29.68,9,0,0,0
OT_00461,Reparación,Alta,Este,Call center,48,Cerrada,2026-01-26T10:29:12Z,2026-01-27T12:24:24Z,25.92,9,0,0,0
OT_00462,Inspección,Alta,Norte,Sistema,48,Cerrada,2026-02-10T10:12:43Z,2026-02-12T18:25:19Z,56.21,9,0,0,1
OT_00463,Reparación,Baja,Oeste,Comercial,168,Cerrada,2026-02-09T04:48:53Z,2026-02-10T18:11:05Z,37.37,11,2,1,0
OT_00464,Mantenimiento,Baja,Este,Web,168,Cerrada,2026-02-21T07:17:57Z,2026-02-22T21:43:45Z,38.43,9,0,0,0
OT_00465,Inspección,Media,Centro,Call center,96,Cerrada,2026-02-04T14:25:46Z,2026-02-06T00:43:10Z,34.29,9,0,0,0
OT_00466,Instalación,Media,Norte,Call center,96,Cerrada,2026-01-13T02:20:27Z,2026-01-14T08:01:51Z,29.69,9,0,0,0
OT_00467,Mantenimiento,Baja,Norte,Call center,168,Cerrada,2026-03-10T15:55:25Z,2026-03-13T00:30:49Z,56.59,13,4,1,0
OT_00468,Mantenimiento,Crítica,Sur,Comercial,24,Cerrada,2026-03-05T18:19:24Z,2026-03-07T10:06:48Z,39.79,9,0,0,1
OT_00469,Mantenimiento,Crítica,Oeste,Call center,24,Cerrada,2026-01-13T12:09:06Z,2026-01-14T22:16:54Z,34.13,9,0,0,1
OT_00470,Inspección,Crítica,Norte,Sistema,24,Cerrada,2026-03-16T03:58:55Z,2026-03-16T20:58:19Z,16.99,9,0,0,0
OT_00471,Mantenimiento,Crítica,Oeste,Comercial,24,Cerrada,2026-03-16T11:08:53Z,2026-03-19T09:32:53Z,70.4,11,2,1,1
OT_00472,Reparación,Baja,Este,Sistema,168,Cerrada,2026-03-24T12:30:52Z,2026-03-27T11:51:52Z,71.35,13,4,1,0
OT_00473,Mantenimiento,Alta,Norte,Sistema,48,Cerrada,2026-02-24T23:55:16Z,2026-02-27T07:57:04Z,56.03,11,2,1,1
OT_00474,Mantenimiento,Alta,Este,Web,48,Cerrada,2026-01-19T14:51:27Z,2026-01-20T23:22:39Z,32.52,9,0,0,0
OT_00475,Inspección,Media,Este,Web,96,Cerrada,2026-03-12T01:00:10Z,2026-03-13T22:32:34Z,45.54,9,0,0,0
OT_00476,Instalación,Media,Norte,Web,96,Cerrada,2026-01-27T09:04:37Z,2026-01-28T06:52:37Z,21.8,9,0,0,0
OT_00477,Reparación,Crítica,Este,Call center,24,Cerrada,2026-02-16T14:58:09Z,2026-02-17T19:08:57Z,28.18,9,0,0,1
OT_00478,Instalación,Baja,Oeste,Call center,168,Cerrada,2026-03-31T16:12:16Z,2026-04-01T13:03:52Z,20.86,9,0,0,0
OT_00479,Reparación,Crítica,Norte,Comercial,24,Cerrada,2026-02-09T17:43:03Z,2026-02-11T13:43:03Z,44,11,2,1,1
OT_00480,Instalación,Baja,Norte,Call center,168,Cerrada,2026-01-08T11:38:59Z,2026-01-10T04:21:35Z,40.71,9,0,0,0
OT_00481,Reparación,Media,Oeste,Sistema,96,Cerrada,2026-03-21T05:27:41Z,2026-03-23T00:07:17Z,42.66,9,0,0,0
OT_00482,Instalación,Media,Oeste,Call center,96,Cerrada,2026-02-15T05:40:33Z,2026-02-16T12:13:33Z,30.55,9,0,0,0
OT_00483,Instalación,Media,Centro,Web,96,Cerrada,2026-01-24T02:38:20Z,2026-01-25T22:56:56Z,44.31,9,0,0,0
OT_00484,Mantenimiento,Baja,Norte,Call center,168,Cerrada,2026-02-24T05:23:51Z,2026-02-25T12:28:03Z,31.07,9,0,0,0
OT_00485,Instalación,Alta,Centro,Comercial,48,Cerrada,2026-03-27T04:27:02Z,2026-03-29T14:23:26Z,57.94,9,0,0,1
OT_00486,Mantenimiento,Media,Sur,Call center,96,Cerrada,2026-02-13T09:33:37Z,2026-02-14T08:41:25Z,23.13,9,0,0,0
OT_00487,Inspección,Media,Oeste,Call center,96,Cerrada,2026-02-10T20:56:07Z,2026-02-12T00:05:07Z,27.15,9,0,0,0
OT_00488,Mantenimiento,Media,Sur,Call center,96,Cerrada,2026-01-11T10:07:13Z,2026-01-12T03:36:37Z,17.49,9,0,0,0
OT_00489,Reparación,Media,Sur,Web,96,Cerrada,2026-02-03T09:26:53Z,2026-02-05T16:55:41Z,55.48,11,2,1,0
OT_00490,Mantenimiento,Baja,Norte,Web,168,Cerrada,2026-01-30T18:08:32Z,2026-02-02T05:28:20Z,59.33,13,4,1,0
OT_00491,Instalación,Media,Oeste,Sistema,96,Cerrada,2026-03-03T23:23:07Z,2026-03-05T11:18:55Z,35.93,9,0,0,0
OT_00492,Inspección,Baja,Centro,Call center,168,Cerrada,2026-02-18T01:08:47Z,2026-02-19T19:35:11Z,42.44,9,0,0,0
OT_00493,Inspección,Media,Norte,Sistema,96,Cerrada,2026-01-08T07:05:06Z,2026-01-09T22:38:06Z,39.55,9,0,0,0
OT_00494,Inspección,Media,Sur,Call center,96,Cerrada,2026-02-14T05:52:25Z,2026-02-16T12:17:37Z,54.42,9,0,0,0
OT_00495,Instalación,Media,Este,Call center,96,Cerrada,2026-02-06T16:07:18Z,2026-02-08T14:43:18Z,46.6,11,2,1,0
OT_00496,Mantenimiento,Baja,Centro,Comercial,168,Cerrada,2026-03-24T18:22:34Z,2026-03-26T20:08:46Z,49.77,9,0,0,0
OT_00497,Mantenimiento,Media,Norte,Call center,96,Cerrada,2026-02-09T06:52:20Z,2026-02-11T20:15:08Z,61.38,13,4,1,0
OT_00498,Reparación,Alta,Sur,Call center,48,Cerrada,2026-01-03T18:14:40Z,2026-01-05T01:38:40Z,31.4,11,2,1,0
OT_00499,Instalación,Media,Sur,Web,96,Cerrada,2026-01-20T18:37:27Z,2026-01-27T02:15:15Z,151.63,15,6,1,1
OT_00500,Instalación,Alta,Sur,Sistema,48,Cerrada,2026-01-14T14:55:50Z,2026-01-15T02:41:26Z,11.76,9,0,0,0
OT_00501,Reparación,Media,Este,Web,96,Cerrada,2026-02-04T18:23:24Z,2026-02-07T23:07:48Z,76.74,17,8,1,0
OT_00502,Instalación,Baja,Este,Call center,168,Cerrada,2026-01-15T04:20:22Z,2026-01-16T18:39:34Z,38.32,9,0,0,0
OT_00503,Mantenimiento,Media,Sur,Call center,96,Cerrada,2026-01-14T10:27:09Z,2026-01-15T10:02:33Z,23.59,9,0,0,0
OT_00504,Instalación,Media,Oeste,Sistema,96,Cerrada,2026-03-14T21:35:35Z,2026-03-15T15:13:59Z,17.64,9,0,0,0
OT_00505,Mantenimiento,Alta,Este,Call center,48,Cerrada,2026-01-10T10:25:48Z,2026-01-13T06:08:24Z,67.71,17,8,1,1
OT_00506,Reparación,Baja,Este,Call center,168,Cerrada,2026-01-04T16:21:10Z,2026-01-06T03:09:10Z,34.8,9,0,0,0
OT_00507,Mantenimiento,Alta,Sur,Call center,48,Cerrada,2026-01-31T23:26:58Z,2026-02-02T02:22:46Z,26.93,9,0,0,0
OT_00508,Reparación,Media,Oeste,Call center,96,Cerrada,2026-02-19T14:49:05Z,2026-02-21T01:50:53Z,35.03,9,0,0,0
OT_00509,Reparación,Baja,Oeste,Call center,168,Cerrada,2026-03-07T13:44:28Z,2026-03-08T15:44:28Z,26,9,0,0,0
OT_00510,Mantenimiento,Media,Sur,Sistema,96,Cerrada,2026-02-03T18:34:02Z,2026-02-04T18:21:26Z,23.79,9,0,0,0
OT_00511,Reparación,Alta,Sur,Call center,48,Cerrada,2026-02-22T07:34:32Z,2026-02-23T23:42:56Z,40.14,11,2,1,0
OT_00512,Reparación,Baja,Centro,Comercial,168,Cerrada,2026-01-19T07:02:13Z,2026-01-20T17:29:13Z,34.45,9,0,0,0
OT_00513,Mantenimiento,Baja,Sur,Sistema,168,Cerrada,2026-02-10T14:10:53Z,2026-02-17T12:18:05Z,166.12,15,6,1,0
OT_00514,Reparación,Alta,Este,Comercial,48,Cerrada,2026-02-20T10:06:17Z,2026-02-21T21:28:29Z,35.37,9,0,0,0
OT_00515,Mantenimiento,Media,Centro,Call center,96,Cerrada,2026-01-31T08:28:22Z,2026-02-01T20:03:10Z,35.58,9,0,0,0
OT_00516,Instalación,Media,Sur,Call center,96,Cerrada,2026-03-29T00:20:53Z,2026-03-30T13:33:29Z,37.21,9,0,0,0
OT_00517,Reparación,Alta,Norte,Call center,48,Cerrada,2026-03-06T15:54:20Z,2026-03-08T23:55:32Z,56.02,13,4,1,1
OT_00518,Instalación,Alta,Sur,Sistema,48,Cerrada,2026-01-06T03:20:42Z,2026-01-08T15:42:18Z,60.36,13,4,1,1
OT_00519,Mantenimiento,Baja,Norte,Sistema,168,Cerrada,2026-01-21T03:16:30Z,2026-01-22T04:25:30Z,25.15,9,0,0,0
OT_00520,Instalación,Media,Centro,Sistema,96,Cerrada,2026-01-12T12:52:25Z,2026-01-13T20:12:49Z,31.34,11,2,1,0
OT_00521,Mantenimiento,Media,Centro,Sistema,96,Cerrada,2026-03-14T19:28:02Z,2026-03-16T15:04:38Z,43.61,9,0,0,0
OT_00522,Reparación,Alta,Norte,Call center,48,Cerrada,2026-01-26T12:51:53Z,2026-01-29T07:24:53Z,66.55,11,2,1,1
OT_00523,Mantenimiento,Media,Sur,Call center,96,Cerrada,2026-02-12T11:11:14Z,2026-02-15T00:46:38Z,61.59,11,2,1,0
OT_00524,Instalación,Media,Oeste,Sistema,96,Cerrada,2026-02-05T23:06:34Z,2026-02-07T12:07:46Z,37.02,9,0,0,0
OT_00525,Reparación,Media,Este,Call center,96,Cerrada,2026-01-16T21:35:21Z,2026-01-18T12:56:57Z,39.36,11,2,1,0
OT_00526,Reparación,Media,Oeste,Web,96,Cerrada,2026-01-14T12:09:00Z,2026-01-16T09:09:36Z,45.01,11,2,1,0
OT_00527,Instalación,Baja,Centro,Comercial,168,Cerrada,2026-02-10T15:54:49Z,2026-02-13T03:57:13Z,60.04,11,2,1,0
OT_00528,Mantenimiento,Baja,Norte,Comercial,168,Cerrada,2026-02-21T21:28:27Z,2026-02-23T14:18:15Z,40.83,9,0,0,0
OT_00529,Instalación,Alta,Centro,Call center,48,Cerrada,2026-01-03T18:15:10Z,2026-01-04T18:44:34Z,24.49,9,0,0,0
OT_00530,Reparación,Baja,Centro,Comercial,168,Cerrada,2026-02-04T01:25:17Z,2026-02-06T02:16:53Z,48.86,9,0,0,0
OT_00531,Reparación,Alta,Oeste,Comercial,48,Cerrada,2026-03-30T07:12:27Z,2026-04-01T06:02:51Z,46.84,9,0,0,0
OT_00532,Reparación,Media,Oeste,Comercial,96,Cerrada,2026-01-26T21:52:53Z,2026-01-27T19:28:53Z,21.6,9,0,0,0
OT_00533,Instalación,Alta,Centro,Call center,48,Cerrada,2026-01-02T04:18:02Z,2026-01-03T10:50:26Z,30.54,9,0,0,0
OT_00534,Reparación,Crítica,Este,Call center,24,Cerrada,2026-02-18T22:30:53Z,2026-02-20T05:08:41Z,30.63,9,0,0,1
OT_00535,Reparación,Media,Oeste,Comercial,96,Cerrada,2026-01-31T06:16:16Z,2026-02-03T16:00:04Z,81.73,15,6,1,0
OT_00536,Mantenimiento,Baja,Oeste,Web,168,Cerrada,2026-03-14T00:55:40Z,2026-03-14T23:39:28Z,22.73,9,0,0,0
OT_00537,Instalación,Crítica,Norte,Call center,24,Cerrada,2026-03-18T10:49:36Z,2026-03-19T14:49:36Z,28,11,2,1,1
OT_00538,Reparación,Alta,Oeste,Web,48,Cerrada,2026-01-25T17:17:01Z,2026-01-27T07:22:25Z,38.09,11,2,1,0
OT_00539,Reparación,Crítica,Sur,Sistema,24,Cerrada,2026-02-16T14:17:01Z,2026-02-18T04:52:25Z,38.59,11,2,1,1
OT_00540,Reparación,Media,Oeste,Comercial,96,Cerrada,2026-03-09T21:29:10Z,2026-03-11T14:20:46Z,40.86,9,0,0,0
OT_00541,Instalación,Media,Sur,Call center,96,Cerrada,2026-03-29T01:30:05Z,2026-03-30T19:16:53Z,41.78,11,2,1,0
OT_00542,Mantenimiento,Baja,Norte,Comercial,168,Cerrada,2026-02-07T03:25:40Z,2026-02-08T15:10:40Z,35.75,11,2,1,0
OT_00543,Instalación,Crítica,Este,Call center,24,Cerrada,2026-01-06T17:07:01Z,2026-01-07T14:14:13Z,21.12,9,0,0,0
OT_00544,Reparación,Alta,Centro,Sistema,48,Cerrada,2026-02-01T23:05:18Z,2026-02-04T00:48:30Z,49.72,9,0,0,1
OT_00545,Instalación,Alta,Sur,Sistema,48,Cerrada,2026-02-17T22:42:55Z,2026-02-19T08:15:55Z,33.55,9,0,0,0
OT_00546,Mantenimiento,Alta,Este,Call center,48,Cerrada,2026-02-27T23:31:51Z,2026-03-01T10:15:03Z,34.72,9,0,0,0
OT_00547,Mantenimiento,Crítica,Este,Web,24,Cerrada,2026-02-28T17:56:10Z,2026-03-02T03:40:34Z,33.74,9,0,0,1
OT_00548,Reparación,Crítica,Este,Call center,24,Cerrada,2026-03-14T07:11:08Z,2026-03-16T12:09:20Z,52.97,13,4,1,1
OT_00549,Instalación,Media,Norte,Call center,96,Cerrada,2026-02-11T20:50:58Z,2026-02-12T20:10:46Z,23.33,9,0,0,0
OT_00550,Mantenimiento,Alta,Centro,Web,48,Cerrada,2026-02-06T08:04:40Z,2026-02-09T18:38:52Z,82.57,13,4,1,1
OT_00551,Reparación,Baja,Centro,Sistema,168,Cerrada,2026-01-13T07:51:22Z,2026-01-16T16:25:34Z,80.57,13,4,1,0
OT_00552,Instalación,Alta,Norte,Call center,48,Cerrada,2026-03-31T04:08:31Z,2026-04-01T18:58:55Z,38.84,11,2,1,0
OT_00553,Reparación,Media,Centro,Call center,96,Cerrada,2026-01-22T20:38:22Z,2026-01-24T01:19:10Z,28.68,11,2,1,0
OT_00554,Mantenimiento,Media,Norte,Web,96,Cerrada,2026-03-22T20:42:22Z,2026-03-24T14:42:58Z,42.01,9,0,0,0
OT_00555,Mantenimiento,Baja,Este,Sistema,168,Cerrada,2026-03-10T18:29:16Z,2026-03-11T17:10:40Z,22.69,9,0,0,0
OT_00556,Inspección,Alta,Norte,Call center,48,Cerrada,2026-01-02T13:04:59Z,2026-01-03T19:16:59Z,30.2,9,0,0,0
OT_00557,Inspección,Baja,Este,Call center,168,Cerrada,2026-03-03T03:18:03Z,2026-03-04T05:05:27Z,25.79,9,0,0,0
OT_00558,Inspección,Baja,Norte,Comercial,168,Cerrada,2026-02-14T17:35:29Z,2026-02-16T14:43:17Z,45.13,9,0,0,0
OT_00559,Instalación,Media,Este,Sistema,96,Cerrada,2026-02-14T04:06:26Z,2026-02-16T13:27:26Z,57.35,9,0,0,0
OT_00560,Instalación,Crítica,Centro,Comercial,24,Cerrada,2026-02-25T01:59:04Z,2026-02-26T03:00:16Z,25.02,9,0,0,1
OT_00561,Reparación,Crítica,Centro,Call center,24,Cerrada,2026-03-20T01:52:12Z,2026-03-21T04:31:48Z,26.66,9,0,0,1
OT_00562,Instalación,Baja,Centro,Web,168,Cerrada,2026-01-26T18:08:57Z,2026-01-28T05:20:57Z,35.2,9,0,0,0
OT_00563,Reparación,Alta,Centro,Call center,48,Cerrada,2026-03-21T18:50:50Z,2026-03-23T09:17:50Z,38.45,13,4,1,0
OT_00564,Reparación,Media,Este,Web,96,Cerrada,2026-01-03T15:44:45Z,2026-01-04T12:08:45Z,20.4,9,0,0,0
